session_id,player_id,session_start,session_minutes,matches_played,wins,kills,disconnect_flag,server_region,platform_reported,clean_session_minutes,clean_matches_played,clean_wins,clean_kills,clean_session_start
S000992,P00416,"Feb 02, 2026 05:36AM",54,NULL,1,11,Yes,NULL,PlayStation,54.00,NULL,1,NULL,"2026-02-02 05:36:00"
S000993,P00416,2026-02-26T21:00:57Z,50,4,2,19,NULL,NULL,Mobile,50.00,4,2,19,"2026-02-26 21:00:57"
S000994,P00416,"03/04/2026 07:02",58,5,3,17,No,NA-West,PC,58.00,5,3,17,"2026-03-04 07:02:00"
S000995,P00416,"Feb 08, 2026",51,4,1,22,No,LATAM,PC,51.00,4,1,22,"2026-02-08 00:00:00"
S000996,P00416,"02/07/2026 17:39",28,2,1,10,Yes,EU-Central,PlayStation,28.00,2,1,10,"2026-02-07 17:39:00"
S000997,P00419,"12/11/2025 10:19",20,1,0,5,NULL,NULL,PC,20.00,1,0,5,"2025-12-11 10:19:00"
S000998,P00423,"02/28/2026 16:29",54,5,2,26,No,LATAM,PC,54.00,5,2,26,"2026-02-28 16:29:00"
S000999,P00423,02/15/2026,56,4,1,23,No,NULL,Mobile,56.00,4,1,23,"2026-02-15 00:00:00"
S001000,P00423,2026.03.11,48,3,1,11,No,EU-Central,PC,48.00,3,1,11,"2026-03-11 00:00:00"
S001001,P00423,2026-03-14T14:52:59Z,73,6,4,26,NULL,NULL,Xbox,73.00,6,4,26,"2026-03-14 14:52:59"
S001002,P00423,2026-02-06T12:55:59Z,40,4,3,15,No,NULL,Xbox,40.00,4,3,15,"2026-02-06 12:55:59"
S001003,P00423,"02/20/26 08:10",61,5,3,23,No,LATAM,PC,61.00,5,3,23,"2026-02-20 08:10:00"
S001004,P00423,"01/30/2026 12:56","32 mins",2,1,11,No,NA-West,PC,32.00,2,1,11,"2026-01-30 12:56:00"
S001005,P00423,"02/14/2026 23:14",20,2,1,0,Yes,LATAM,PC,20.00,2,1,0,"2026-02-14 23:14:00"
S001006,P00426,"10/05/2025 10:50",42,4,2,17,Yes,NA-East,PC,42.00,4,2,17,"2025-10-05 10:50:00"
S001007,P00426,"10/28/2025 20:58",48,4,2,20,NULL,LATAM,PC,48.00,4,2,20,"2025-10-28 20:58:00"
S001008,P00426,2025-11-02T10:10:18Z,35,3,1,17,Yes,APAC,PC,35.00,3,1,17,"2025-11-02 10:10:18"
S001009,P00426,"Sep 29, 2025 02:39PM",28,2,1,13,NULL,NULL,Mobile,28.00,2,1,13,"2025-09-29 14:39:00"
S001010,P00426,"09/26/2025 19:25",65,4,2,24,Yes,NA-East,PC,65.00,4,2,24,"2025-09-26 19:25:00"
S001011,P00426,"10/27/2025 08:33",57,4,2,22,Yes,NA-West,NULL,57.00,4,2,22,"2025-10-27 08:33:00"
S001012,P00426,"10/07/2025 23:33",49,4,1,20,Yes,APAC,PC,49.00,4,1,20,"2025-10-07 23:33:00"
S001013,P00426,2025.10.19,55,4,3,24,No,LATAM,Xbox,55.00,4,3,24,"2025-10-19 00:00:00"
S001014,P00426,"11/02/25 17:46",34,2,1,9,No,APAC,PC,34.00,2,1,9,"2025-11-02 17:46:00"
S001015,P00426,"11/02/2025 02:26",67,5,1,22,No,EU-Central,Mobile,67.00,5,1,22,"2025-11-02 02:26:00"
S001016,P00426,2025-09-22T16:16:18Z,32,3,2,12,Yes,NA-East,Mobile,32.00,3,2,12,"2025-09-22 16:16:18"
S001017,P00430,"01/22/2026 01:10",12,1,1,3,Yes,NA-West,PC,12.00,1,1,3,"2026-01-22 01:10:00"
S001018,P00430," 27.02.2026 00:29",37,3,2,19,Yes,NULL,Mobile,37.00,3,2,19,"2026-02-27 00:29:00"
S001019,P00430,2026-03-10T20:25:15Z,68,4,2,12,Yes,LATAM,NULL,68.00,4,2,12,"2026-03-10 20:25:15"
S001020,P00430,2026-03-06T08:27:15Z,26,1,0,6,No,NA-East,PC,26.00,1,0,6,"2026-03-06 08:27:15"
S001021,P00430,"02/20/2026 13:45",19,1,0,3,Yes,APAC,PC,19.00,1,0,3,"2026-02-20 13:45:00"
S001022,P00430,2026-02-06T00:08:15Z,39,4,1,16,NULL,NA-West,NULL,39.00,4,1,16,"2026-02-06 00:08:15"
S001023,P00433,"09/16/2025 14:49",43,4,3,19,No,LATAM,NULL,43.00,4,3,19,"2025-09-16 14:49:00"
S001024,P00433,"08/28/2025 07:49",60,NULL,2,23,Yes,APAC,Mobile,60.00,NULL,2,NULL,"2025-08-28 07:49:00"
S001025,P00433,2025-09-02T16:45:04Z,39,3,1,18,NULL,NA-West,PC,39.00,3,1,18,"2025-09-02 16:45:04"
S001026,P00435,2026-02-07T07:49:15Z,30,3,1,20,No,NULL,PC,30.00,3,1,20,"2026-02-07 07:49:15"
S001027,P00435,"01/30/2026 09:16",51,3,1,15,Yes,NULL,PC,51.00,3,1,15,"2026-01-30 09:16:00"
S001028,P00435,"2026-01-05 18:20:15",53,5,1,10,Yes,NULL,Mobile,53.00,5,1,10,"2026-01-05 18:20:15"
S001029,P00435,"Feb 01, 2026 06:55AM",40,3,1,14,No,LATAM,Xbox,40.00,3,1,14,"2026-02-01 06:55:00"
S001030,P00435,2026-01-12T06:47:15Z,34,2,1,5,NULL,NULL,Xbox,34.00,2,1,5,"2026-01-12 06:47:15"
S001031,P00435,"Jan 24, 2026 12:07PM",35,2,1,4,Yes,NA-East,PC,35.00,2,1,4,"2026-01-24 12:07:00"
S001032,P00438,2026-01-09T15:10:05Z,40,4,1,22,Yes,NULL,Mobile,40.00,4,1,22,"2026-01-09 15:10:05"
S001033,P00438,2026-01-19T00:57:05Z,41,3,1,17,No,EU-Central,PC,41.00,3,1,17,"2026-01-19 00:57:05"
S001034,P00438,"01/03/2026 08:53",51,NULL,,16,Yes,NA-East,Xbox,51.00,NULL,NULL,NULL,"2026-01-03 08:53:00"
S001035,P00443,2025-11-05T01:21:09Z,22,2,1,7,Yes,NULL,PC,22.00,2,1,7,"2025-11-05 01:21:09"
S001036,P00443,"11/11/25 05:02",15,1,1,5,Yes,NA-West,Mobile,15.00,1,1,5,"2025-11-11 05:02:00"
S001037,P00443,2025-12-04T19:11:09Z,42m,3,1,15,No,LATAM,Xbox,42.00,3,1,15,"2025-12-04 19:11:09"
S001038,P00443," 11/01/2025",39,4,1,13,NULL,NA-East,Mobile,39.00,4,1,13,"2025-11-01 00:00:00"
S001039,P00443,26-10-2025,24,2,1,8,No,LATAM,Xbox,24.00,2,1,8,"2025-10-26 00:00:00"
S001040,P00443,2025-11-15T00:35:09Z,6,1,0,9,Yes,APAC,PlayStation,6.00,1,0,9,"2025-11-15 00:35:09"
S001041,P00443,2025-11-04T03:48:09Z,61,4,2,20,No,NULL,PC,61.00,4,2,20,"2025-11-04 03:48:09"
S001042,P00444,"11/27/2025 05:00",7,1,1,12,No,NULL,NULL,7.00,1,1,12,"2025-11-27 05:00:00"
S001043,P00444,"11/30/2025 08:24",24,1,1,6,No,LATAM,Mobile,24.00,1,1,6,"2025-11-30 08:24:00"
S001044,P00444,"12/29/2025 14:41",10,1,1,0,Yes,NA-West,Mobile,10.00,1,1,0,"2025-12-29 14:41:00"
S001045,P00446,"09/24/2025 01:25",24m,1,1,3,Yes,EU-Central,NULL,24.00,1,1,3,"2025-09-24 01:25:00"
S001046,P00446,"Sep 18, 2025",41,NULL,2,12,No,APAC,PC,41.00,NULL,2,NULL,"2025-09-18 00:00:00"
S001047,P00447,"09/20/2025 16:38",65,6,4,21,No,NA-West,NULL,65.00,6,4,21,"2025-09-20 16:38:00"
S001048,P00447,2025-09-17T10:15:37Z,43m,4,2,24,NULL,EU-Central,PC,43.00,4,2,24,"2025-09-17 10:15:37"
S001049,P00447,23-09-2025,43,3,1,17,No,LATAM,Mobile,43.00,3,1,17,"2025-09-23 00:00:00"
S001050,P00450,"03/19/2026 20:27",57,5,1,24,No,LATAM,PC,57.00,5,1,24,"2026-03-19 20:27:00"
S001051,P00450,16-03-2026,62,4,1,14,Yes,EU-Central,PC,62.00,4,1,14,"2026-03-16 00:00:00"
S001052,P00450,"03/22/2026 17:23",40,3,1,20,No,NULL,Mobile,40.00,3,1,20,"2026-03-22 17:23:00"
S001053,P00451,2025-10-10T20:39:19Z,45,4,2,20,No,NULL,Mobile,45.00,4,2,20,"2025-10-10 20:39:19"
S001054,P00451,2025-09-23T14:47:19Z,23,1,0,4,Yes,NULL,Mobile,23.00,1,0,4,"2025-09-23 14:47:19"
S001055,P00451,"10/04/2025 17:25",46,3,2,16,Yes,NA-West,Mobile,46.00,3,2,16,"2025-10-04 17:25:00"
S001056,P00455,"02/15/2026 19:58",60,6,2,27,Yes,APAC,PC,60.00,6,2,27,"2026-02-15 19:58:00"
S001057,P00455,"03/05/2026 15:21",30,2,1,11,No,NULL,NULL,30.00,2,1,11,"2026-03-05 15:21:00"
S001058,P00455,2026-02-25T05:03:02Z,33,2,,7,No,NULL,PC,33.00,2,NULL,7,"2026-02-25 05:03:02"
S001059,P00455,2026-03-20T02:53:02Z,41,3,2,18,No,EU-Central,PC,41.00,3,2,18,"2026-03-20 02:53:02"
S001060,P00455,"03/12/2026 07:44",50,3,1,,Yes,NA-East,Xbox,50.00,3,1,NULL,"2026-03-12 07:44:00"
S001061,P00455,2026.03.21,43,3,1,8,Yes,NULL,PC,43.00,3,1,8,"2026-03-21 00:00:00"
S001062,P00455,"2026-02-20 23:59:02",32,2,1,9,Yes,NULL,Mobile,32.00,2,1,9,"2026-02-20 23:59:02"
S001063,P00455,2026-03-17T06:32:02Z,"38 mins",3,1,12,Yes,APAC,PlayStation,38.00,3,1,12,"2026-03-17 06:32:02"
S001064,P00455,"Feb 22, 2026",54,3,1,14,Yes,LATAM,PlayStation,54.00,3,1,14,"2026-02-22 00:00:00"
S001065,P00461,"03/09/2026 00:59",47,3,2,13,No,APAC,PC,47.00,3,2,13,"2026-03-09 00:59:00"
S001066,P00461,"02/07/2026 23:00",55,4,2,19,No,LATAM,PC,55.00,4,2,19,"2026-02-07 23:00:00"
S001067,P00461,2026.03.06,43,4,1,21,NULL,EU-Central,Mobile,43.00,4,1,21,"2026-03-06 00:00:00"
S001068,P00461,2026-02-01T14:50:36Z,36,3,2,9,No,LATAM,PC,36.00,3,2,9,"2026-02-01 14:50:36"
S001069,P00461,"Feb 27, 2026",44,3,2,10,No,NULL,Mobile,44.00,3,2,10,"2026-02-27 00:00:00"
S001070,P00461,2026-03-04T15:37:36Z,41,3,1,14,No,NA-East,Mobile,41.00,3,1,14,"2026-03-04 15:37:36"
S001071,P00461,2026-02-08T16:37:36Z,49,3,2,15,No,LATAM,Mobile,49.00,3,2,15,"2026-02-08 16:37:36"
S001072,P00461,2026-03-02T14:46:36Z,6m,1,0,3,Yes,NULL,PC,6.00,1,0,3,"2026-03-02 14:46:36"
S001073,P00461,2026-02-26T04:42:36Z,46,3,2,13,No,LATAM,NULL,46.00,3,2,13,"2026-02-26 04:42:36"
S001074,P00461,"02/08/2026 20:24",49,3,1,,No,APAC,Xbox,49.00,3,1,NULL,"2026-02-08 20:24:00"
S001075,P00461,2026-02-11T02:38:36Z,48,4,2,16,Yes,APAC,PC,48.00,4,2,16,"2026-02-11 02:38:36"
S001076,P00461,2026-03-06T13:35:36Z,9,1,0,1,No,NA-West,Xbox,9.00,1,0,1,"2026-03-06 13:35:36"
S001077,P00463,"01/10/2026 10:29",26,2,1,3,Yes,NULL,PC,26.00,2,1,3,"2026-01-10 10:29:00"
S001078,P00463,"01/29/2026 04:18",40,2,1,11,Yes,NULL,PC,40.00,2,1,11,"2026-01-29 04:18:00"
S001079,P00463,2026-01-09T00:15:20Z,59,4,2,13,No,NA-East,PC,59.00,4,2,13,"2026-01-09 00:15:20"
S001080,P00463,"01/23/2026 00:13",57,4,3,17,No,LATAM,NULL,57.00,4,3,17,"2026-01-23 00:13:00"
S001081,P00463,2025-12-29T15:53:20Z,71,5,3,18,Yes,APAC,PC,71.00,5,3,18,"2025-12-29 15:53:20"
S001082,P00463," 01/28/2026",53,4,2,22,Yes,EU-Central,Mobile,53.00,4,2,22,"2026-01-28 00:00:00"
S001083,P00463,"01/20/2026 17:35",37,NULL,1,4,Yes,LATAM,PC,37.00,NULL,1,NULL,"2026-01-20 17:35:00"
S001084,P00463,2026-02-05T19:19:20Z,46,3,2,6,Yes,NULL,PlayStation,46.00,3,2,6,"2026-02-05 19:19:20"
S001085,P00463,2025-12-21T08:10:20Z,79,5,2,24,NULL,EU-Central,NULL,79.00,5,2,24,"2025-12-21 08:10:20"
S001086,P00464,2025-12-31,64,6,4,23,Yes,NA-East,PlayStation,64.00,6,4,23,"2025-12-31 00:00:00"
S001087,P00464,"2026-01-16 00:25:56",15,NULL,0,5,No,NA-West,PC,15.00,NULL,0,NULL,"2026-01-16 00:25:56"
S001088,P00464,2025-12-21T23:44:56Z,11m,1,0,6,No,LATAM,Xbox,11.00,1,0,6,"2025-12-21 23:44:56"
S001089,P00466,"11/22/2025 13:34",40,4,,16,No,NULL,PlayStation,40.00,4,NULL,16,"2025-11-22 13:34:00"
S001090,P00466,2026-01-01T23:52:28Z,15,1,1,10,Yes,NA-East,PC,15.00,1,1,10,"2026-01-01 23:52:28"
S001091,P00466,"12/05/2025 05:08",27m,2,,4,NULL,NA-West,PC,27.00,2,NULL,4,"2025-12-05 05:08:00"
S001092,P00468,"2026-02-24 19:53:44",39,3,1,14,Yes,EU-Central,Mobile,39.00,3,1,14,"2026-02-24 19:53:44"
S001093,P00468,"03/23/2026 23:57",23,2,1,9,No,NA-West,Mobile,23.00,2,1,9,"2026-03-23 23:57:00"
S001094,P00468,"Feb 26, 2026",54,4,2,18,Yes,LATAM,Xbox,54.00,4,2,18,"2026-02-26 00:00:00"
S001095,NULL,"02/14/2026 01:48",66,NULL,1,,Yes,NULL,PlayStation,66.00,NULL,1,NULL,"2026-02-14 01:48:00"
S001096,P00468,"03/27/2026 03:19",32,2,1,7,Yes,NA-West,PC,32.00,2,1,7,"2026-03-27 03:19:00"
S001097,P00468,"03/10/26 17:54",55,3,1,14,Yes,EU-Central,Mobile,55.00,3,1,14,"2026-03-10 17:54:00"
S001098,P00471,"10/03/2025 16:28",51,4,3,21,No,NA-East,Mobile,51.00,4,3,21,"2025-10-03 16:28:00"
S001099,P00472,"10/31/2025 18:49",47,3,1,8,Yes,NULL,PC,47.00,3,1,8,"2025-10-31 18:49:00"
S001100,P00472,10/29/2025,"58 mins",5,3,20,Yes,APAC,NULL,58.00,5,3,20,"2025-10-29 00:00:00"
S001101,P00472,2025-11-23T09:20:40Z,31,3,1,20,Yes,APAC,Xbox,31.00,3,1,20,"2025-11-23 09:20:40"
S001102,P00472,2025-10-22T14:51:40Z,60,4,2,14,No,LATAM,PC,60.00,4,2,14,"2025-10-22 14:51:40"
S001103,P00472,2025-10-29T23:42:40Z,63,5,3,18,NULL,LATAM,PlayStation,63.00,5,3,18,"2025-10-29 23:42:40"
S001104,P00472,"11/14/2025 17:54",38,3,2,13,No,LATAM,Mobile,38.00,3,2,13,"2025-11-14 17:54:00"
S001105,P00476,"12/26/2025 05:38",23,2,1,,Yes,NA-West,PC,23.00,2,1,NULL,"2025-12-26 05:38:00"
S001106,P00476,"02/03/2026 01:29",30,2,1,4,No,NA-West,Mobile,30.00,2,1,4,"2026-02-03 01:29:00"
S001107,P00476,2025-12-21T08:39:31Z,60,5,2,23,NULL,LATAM,PC,60.00,5,2,23,"2025-12-21 08:39:31"
S001108,P00476,"10.01.2026 11:20",27,3,1,15,NULL,NULL,PC,27.00,3,1,15,"2026-01-10 11:20:00"
S001109,P00476,2026-01-14T18:29:31Z,51,3,1,12,No,NA-East,PC,51.00,3,1,12,"2026-01-14 18:29:31"
S001110,P00476,2026-01-24T23:45:31Z,15,1,0,8,No,APAC,PlayStation,15.00,1,0,8,"2026-01-24 23:45:31"
S001111,P00476,2026-01-03T02:08:31Z,46,4,2,16,Yes,NA-West,PC,46.00,4,2,16,"2026-01-03 02:08:31"
S001112,NULL,"02/08/2026 13:38",8m,1,0,11,No,NULL,Mobile,8.00,1,0,11,"2026-02-08 13:38:00"
S001113,P00476,2026-01-14,47,3,2,16,Yes,NULL,PlayStation,47.00,3,2,16,"2026-01-14 00:00:00"
S001114,P00476,2026-01-19T01:02:31Z,12,1,0,6,NULL,NA-West,PC,12.00,1,0,6,"2026-01-19 01:02:31"
S001115,P00477," 16.04.2026 09:14",48,3,1,13,No,NA-West,NULL,48.00,3,1,13,"2026-04-16 09:14:00"
S001116,P00477,"03/15/2026 16:34","45 mins",3,2,8,Yes,APAC,NULL,45.00,3,2,8,"2026-03-15 16:34:00"
S001117,P00477,2026-04-15T06:51:14Z,65m,6,4,23,NULL,APAC,PC,65.00,6,4,23,"2026-04-15 06:51:14"
S001118,P00477," 2026-03-15 07:32:14",33,2,1,8,Yes,NULL,PC,33.00,2,1,8,"2026-03-15 07:32:14"
S001119,P00477,2026-04-04T01:10:14Z,41,3,2,17,No,NA-East,Mobile,41.00,3,2,17,"2026-04-04 01:10:14"
S001120,P00477,2026-04-05,21,2,1,14,No,NA-East,Mobile,21.00,2,1,14,"2026-04-05 00:00:00"
S001121,P00477,"04/08/2026 14:16",49,5,3,14,Yes,NULL,PC,49.00,5,3,14,"2026-04-08 14:16:00"
S001122,P00480,2026-03-10T14:42:06Z,47m,3,,10,NULL,APAC,PC,47.00,3,NULL,10,"2026-03-10 14:42:06"
S001123,P00485,2026-02-17T23:26:23Z,44,4,2,21,Yes,LATAM,Mobile,44.00,4,2,21,"2026-02-17 23:26:23"
S001124,P00485,2026-03-18T20:53:23Z,"14 mins",1,0,6,NULL,APAC,PC,14.00,1,0,6,"2026-03-18 20:53:23"
S001125,P00488,"11/29/2025 05:56",30,2,1,12,No,LATAM,PlayStation,30.00,2,1,12,"2025-11-29 05:56:00"
S001126,P00488,2025.11.28,54m,4,2,24,Yes,NULL,PlayStation,54.00,4,2,24,"2025-11-28 00:00:00"
S001127,P00488,2025-12-06T05:36:16Z,24,2,1,5,Yes,LATAM,PC,24.00,2,1,5,"2025-12-06 05:36:16"
S001128,P00490,"12/12/2025 10:01","42 mins",3,1,15,No,NULL,Mobile,42.00,3,1,15,"2025-12-12 10:01:00"
S001129,P00490,2025-11-27T05:26:06Z,52,4,2,18,Yes,NA-East,PC,52.00,4,2,18,"2025-11-27 05:26:06"
S001130,P00490,"12/06/2025 05:12",77,4,2,,Yes,APAC,PlayStation,77.00,4,2,NULL,"2025-12-06 05:12:00"
S001131,P00490,"Dec 20, 2025",60,4,3,,Yes,LATAM,PC,60.00,4,3,NULL,"2025-12-20 00:00:00"
S001132,P00490,"11/06/2025 21:04",54,3,1,,Yes,APAC,PC,54.00,3,1,NULL,"2025-11-06 21:04:00"
S001133,P00490,2025-11-07T01:14:06Z,"25 mins",2,1,8,NULL,LATAM,Mobile,25.00,2,1,8,"2025-11-07 01:14:06"
S001134,P00490,2025-12-14T20:05:06Z,47,3,2,18,Yes,APAC,PC,47.00,3,2,18,"2025-12-14 20:05:06"
S001135,P00490,2025.11.29,36,2,1,13,No,EU-Central,PlayStation,36.00,2,1,13,"2025-11-29 00:00:00"
S001136,P00492,"03/22/2026 02:12",6,1,1,1,No,EU-Central,PC,6.00,1,1,1,"2026-03-22 02:12:00"
S001137,P00493,2026-03-30T02:22:24Z,46,4,2,23,No,APAC,Xbox,46.00,4,2,23,"2026-03-30 02:22:24"
S001138,P00493,03-03-2026,32,3,2,14,Yes,LATAM,PC,32.00,3,2,14,"2026-03-03 00:00:00"
S001139,P00493,"Feb 19, 2026 03:27PM",27,3,2,21,No,NULL,Xbox,27.00,3,2,21,"2026-02-19 15:27:00"
S001140,P00493,2026-02-28T05:55:24Z,27,2,1,8,NULL,NULL,PC,27.00,2,1,8,"2026-02-28 05:55:24"
S001141,P00493,2026/03/19,58,5,2,25,No,NA-East,PC,58.00,5,2,25,"2026-03-19 00:00:00"
S001142,P00493,2026-02-15T04:04:24Z,47,4,2,20,No,NULL,NULL,47.00,4,2,20,"2026-02-15 04:04:24"
S001143,P00493,"Mar 05, 2026 09:49PM","54 mins",3,1,4,No,NA-East,PlayStation,54.00,3,1,4,"2026-03-05 21:49:00"
S001144,NULL,2026-02-19T07:24:24Z,46m,4,3,22,Yes,LATAM,NULL,46.00,4,3,22,"2026-02-19 07:24:24"
S001145,P00493,"Feb 20, 2026",65,NULL,2,21,Yes,LATAM,Xbox,65.00,NULL,2,NULL,"2026-02-20 00:00:00"
S001146,P00493,"03/24/2026 09:16",37m,3,2,7,No,NA-West,NULL,37.00,3,2,7,"2026-03-24 09:16:00"
S001147,P00493,"03/24/2026 09:16",37m,3,2,7,No,NA-West,NULL,37.00,3,2,7,"2026-03-24 09:16:00"
S001148,P00494,"2026-02-25 08:31:08 ",58,5,1,23,Yes,APAC,Mobile,58.00,5,1,23,"2026-02-25 08:31:08"
S001149,P00494,2026-03-12T09:12:08Z,18,2,1,,Yes,EU-Central,PC,18.00,2,1,NULL,"2026-03-12 09:12:08"
S001150,P00494,2026-01-29T20:37:08Z,60,6,2,31,Yes,APAC,PC,60.00,6,2,31,"2026-01-29 20:37:08"
S001151,P00498,"01/18/2026 02:46","37 mins",2,1,2,No,NA-West,Mobile,37.00,2,1,2,"2026-01-18 02:46:00"
S001152,P00498,"01/08/2026 03:36",47,3,1,14,No,NULL,PC,47.00,3,1,14,"2026-01-08 03:36:00"
S001153,P00498,2026-01-13T01:20:41Z,35,2,1,4,Yes,NA-West,Mobile,35.00,2,1,4,"2026-01-13 01:20:41"
S001154,P00498,2025-12-13T09:27:41Z,"55 mins",3,2,8,No,NULL,PC,55.00,3,2,8,"2025-12-13 09:27:41"
S001155,P00498,2026-01-26T11:16:41Z,67,4,1,21,No,EU-Central,NULL,67.00,4,1,21,"2026-01-26 11:16:41"
S001156,P00498,2025-12-17T09:38:41Z,30,3,2,16,No,NULL,PC,30.00,3,2,16,"2025-12-17 09:38:41"
S001157,P00498,2025-12-12T01:51:41Z,32,3,1,10,NULL,APAC,PC,32.00,3,1,10,"2025-12-12 01:51:41"
S001158,P00498,"01/16/2026 06:04",50,4,1,13,Yes,LATAM,Mobile,50.00,4,1,13,"2026-01-16 06:04:00"
S001159,P00498,2025/12/15,37m,3,2,17,NULL,NA-West,PC,37.00,3,2,17,"2025-12-15 00:00:00"
S001160,P00498,"12/13/2025 15:11",39,3,2,12,NULL,NA-West,Xbox,39.00,3,2,12,"2025-12-13 15:11:00"
S001161,P00503," 2025/12/02",6,1,1,,Yes,LATAM,Mobile,6.00,1,1,NULL,"2025-12-02 00:00:00"
S001162,P00503,2025-11-21T02:33:47Z,25,2,1,6,No,LATAM,PC,25.00,2,1,6,"2025-11-21 02:33:47"
S001163,P00503,2025-12-02T10:41:47Z,48,3,2,10,No,EU-Central,Xbox,48.00,3,2,10,"2025-12-02 10:41:47"
S001164,P00505,09/20/2025,20,2,,9,No,APAC,NULL,20.00,2,NULL,9,"2025-09-20 00:00:00"
S001165,P00505,"09/18/2025 07:19",43,3,2,10,Yes,EU-Central,PlayStation,43.00,3,2,10,"2025-09-18 07:19:00"
S001166,P00505,2025-08-28T01:11:07Z,59,4,2,25,Yes,LATAM,NULL,59.00,4,2,25,"2025-08-28 01:11:07"
S001167,P00505,"09/24/2025 03:26",29,2,1,16,Yes,NULL,Mobile,29.00,2,1,16,"2025-09-24 03:26:00"
S001168,P00505,"09/16/2025 10:04",42,3,1,11,No,EU-Central,Xbox,42.00,3,1,11,"2025-09-16 10:04:00"
S001169,P00505,2025-09-23T12:31:07Z,46m,5,3,30,No,NA-East,Xbox,46.00,5,3,30,"2025-09-23 12:31:07"
S001170,P00506,"12/08/2025 03:19",63,4,2,19,No,LATAM,Xbox,63.00,4,2,19,"2025-12-08 03:19:00"
S001171,P00508,"10/09/2025 21:49",25,2,1,10,Yes,APAC,Mobile,25.00,2,1,10,"2025-10-09 21:49:00"
S001172,P00508,2025-10-27T22:15:23Z,57,5,,18,No,NULL,Mobile,57.00,5,NULL,18,"2025-10-27 22:15:23"
S001173,P00509,"12/13/2025 04:22","12 mins",1,1,3,Yes,NULL,Mobile,12.00,1,1,3,"2025-12-13 04:22:00"
S001174,P00509,"Jan 09, 2026",11,1,0,8,Yes,NA-West,Xbox,11.00,1,0,8,"2026-01-09 00:00:00"
S001175,P00509,2026-01-15T23:59:33Z,33,3,1,12,No,NULL,PC,33.00,3,1,12,"2026-01-15 23:59:33"
S001176,P00511,"02/17/2026 18:56",56,5,2,23,Yes,EU-Central,PC,56.00,5,2,23,"2026-02-17 18:56:00"
S001177,P00511,"01/28/2026 16:55",54m,3,1,13,Yes,LATAM,PC,54.00,3,1,13,"2026-01-28 16:55:00"
S001178,P00511,2026-02-16T07:25:02Z,71,5,2,21,No,LATAM,Mobile,71.00,5,2,21,"2026-02-16 07:25:02"
S001179,P00511,2026-02-21T15:14:02Z,53,3,2,20,Yes,APAC,Mobile,53.00,3,2,20,"2026-02-21 15:14:02"
S001180,P00511,"Jan 28, 2026 10:42AM",55,3,2,9,No,LATAM,PC,55.00,3,2,9,"2026-01-28 10:42:00"
S001181,P00511,"02/12/2026 05:04",25,NULL,1,,No,NA-West,NULL,25.00,NULL,1,NULL,"2026-02-12 05:04:00"
S001182,P00511,"03/05/2026 13:48",25,2,1,7,No,EU-Central,Mobile,25.00,2,1,7,"2026-03-05 13:48:00"
S001183,P00511,2026-02-21T01:30:02Z,49,4,2,19,Yes,APAC,PlayStation,49.00,4,2,19,"2026-02-21 01:30:02"
S001184,P00511,2026-01-21T16:55:02Z,68,5,1,19,No,NA-East,PC,68.00,5,1,19,"2026-01-21 16:55:02"
S001185,P00511,2026-01-21T16:55:02Z,68,5,1,19,No,NA-East,PC,68.00,5,1,19,"2026-01-21 16:55:02"
S001186,P00511,03/07/2026,32,3,2,11,NULL,NULL,PC,32.00,3,2,11,"2026-03-07 00:00:00"
S001187,P00512,2026-03-28T21:54:53Z,25,2,,10,No,EU-Central,Mobile,25.00,2,NULL,10,"2026-03-28 21:54:53"
S001188,P00512,04/17/2026,28,2,1,0,No,NA-West,PC,28.00,2,1,0,"2026-04-17 00:00:00"
S001189,P00512,"03/25/2026 23:26",28,2,1,8,No,NULL,PC,28.00,2,1,8,"2026-03-25 23:26:00"
S001190,P00512,2026-04-15T07:43:53Z,48,3,1,12,No,APAC,Mobile,48.00,3,1,12,"2026-04-15 07:43:53"
S001191,P00512,"03/23/2026 12:25",57,5,3,22,Yes,NULL,Xbox,57.00,5,3,22,"2026-03-23 12:25:00"
S001192,P00512,2026-04-19T21:09:53Z,40,3,2,9,Yes,LATAM,PlayStation,40.00,3,2,9,"2026-04-19 21:09:53"
S001193,P00512,"04/23/2026 01:04",34,3,1,13,No,NULL,PlayStation,34.00,3,1,13,"2026-04-23 01:04:00"
S001194,P00515,"01/25/26 02:01",62,4,2,18,No,EU-Central,PC,62.00,4,2,18,"2026-01-25 02:01:00"
S001195,P00515,2026-01-23,58,4,2,15,Yes,NULL,PlayStation,58.00,4,2,15,"2026-01-23 00:00:00"
S001196,P00516,01/08/2026,33,2,1,9,Yes,LATAM,NULL,33.00,2,1,9,"2026-01-08 00:00:00"
S001197,P00516,"11/28/2025 19:16","41 mins",3,1,10,No,EU-Central,Mobile,41.00,3,1,10,"2025-11-28 19:16:00"
S001198,P00516,"2026/01/13 ",33,3,2,20,No,NA-West,PC,33.00,3,2,20,"2026-01-13 00:00:00"
S001199,P00516,"Dec 06, 2025 08:10PM",21,1,0,1,No,APAC,Mobile,21.00,1,0,1,"2025-12-06 20:10:00"
S001200,P00516,"11/25/2025 13:02",33,2,1,11,Yes,NA-West,PC,33.00,2,1,11,"2025-11-25 13:02:00"
